反馈id,端,内容,反馈产品,问题类型,问题标签,问题样张,组件,版本号,渠道号,traceid,guid,hdid,来源字单元id,deviceid,设备类型,设备型号名称,设备系统版本,设备系统语言,云开关状态,ABI类型,SVN号,VC值,反馈时间,是否处理,最后处理人昵称,用户附件数量,用户附件列表,内部附件列表,附加信息,备注,系统语言,安装位置,CPU,显卡信息,设备名称,内存,硬盘,分辨率,系统版本,时区,客户端模式,云同步状态
fb_695480073dc417005ae62a3d,pc,绑定的手机号已经注销了，开通会员时未查看绑定的手机号直接付款了，需要退款，待手机号更换后再开通会员,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,9A7C0B9216334F53B4BBAF32DC3819B1,b7d689e3cc97ee4b42695fc431fdfe5e,,,,Win32,Win32,,,,,,2025/12/31 9:44,未处理,,0,,,,,zh-CN,C:\Users\YiLai\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1378MB),"13th Gen Intel(R) Core(TM) i5-1340P, 1.90GHz, Dell Inc. 0DTVKW","Intel(R) Iris(R) Xe Graphics, 2048MB VRAM, Driver v32.0.101.7077",DESKTOP-IKONF81,Unknown Memory-8600 SDRAM:12.6/15.7GB,C:166.8/456GB,1920x1200,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69547fe212fa9b004c7d6267,pc,不知道打印机为啥无法打印,打印预览和打印,,,,wps,12.1.0.23542,20.2706,,8B2299205DB24152BDF2E22A73996A6E,a353de36ca6e7806049c3f2aaf4d0ca7,,,,Win32,Win32,,,,,,2025/12/31 9:44,未处理,,0,,,,,zh-CN,C:\Users\周嘉宇\AppData\Local\Kingsoft\WPS Office\12.1.0.23542 (1322MB),"12th Gen Intel(R) Core(TM) i9-12900H, 2.50GHz, LENOVO LNVNB161216","Intel(R) Iris(R) Xe Graphics, 1024MB VRAM, Driver v31.0.101.4502",LAPTOP-332V33PJ,Unknown Memory-6400 SDRAM:9.6/15.7GB,C:113.7/200GB,2560x1600,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69547fae38041a00537e0f7d,pc,请关掉我的同账号，不同设备文件共享功能,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.513,,106392F750224D79B1A1776A96B84F6E,11b4d6db9ca9a2bbc8c742c4b7c29957,,,,Win32,Win32,,,,,,2025/12/31 9:43,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"12th Gen Intel(R) Core(TM) i5-12400, 2.50GHz, HUAWEI PUC-WXXXX-PCB","Intel(R) UHD Graphics 730, 1024MB VRAM, Driver v31.0.101.3729 Radeon RX550/550 Series, VRAM, Driver v26.20.15029.27017",UTRYMWUDATJKBVP,Unknown Memory-4800 SDRAM:10.5/31.7GB,C:81.3/234GB,1600x900,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69547f8e38041a00537e0f77,pc,合计总价格后出现特殊符合,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.513,,6913F30865DA467DB507DD6E3DDFC544,d3b2775f1e968fc829c1a7a989cc2fe8,,,,Win32,Win32,,,,,,2025/12/31 9:42,未处理,,0,,,,,zh-CN,D:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Xeon(R) CPU E5-2673 v3 @ 2.40GHz, 2.40GHz, ANGXUN X99","AMD Radeon RX 580 2048SP, VRAM, Driver v31.0.12027.9001",PC-20240302FAHM,DDR3-1600 SDRAM:7.1/31.9GB,"C:79.7/150GB, D:84.0/327GB",1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69547f8e2de9f700531727f0,pc,使用过程中严重卡顿占用内存,WPS OFFICE,,,,home,12.1.0.24034,12012.2019,1767145359980_243.186_c9e03e91af1d,8CFCCE5C365C43F6A8B27295DACF97DE,e17299982e80d6f251123728cba73ec5,,,,Win32,Win32,,,,,,2025/12/31 9:42,未处理,,0,,,,,zh-CN,D:\Program Files\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Pentium(R) Gold G5420 CPU @ 3.80GHz, 3.79GHz, Notebook                         W65KJ1_KK1                      ","Intel(R) UHD Graphics 610, 1024MB VRAM, Driver v31.0.101.2127 NVIDIA GeForce GTX 1050, VRAM, Driver v23.21.13.8875",DESKTOP-E0CRQ4Q,DDR4-2400 SDRAM:6.8/7.9GB,"C:85.7/99GB, D:257.7/376GB",1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26200 v10.0.26200,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69547f7c26195c0053e71953,pc,"xls工作表出现异常！设置“页面大小”时，出现“以纵向分页”，具体说：比如一张表格有A,B,C,D......纵向分列在一张A4上，它却把A,B,C,...给分在了单个页面上！换台电脑也一样！   急！急！急！",WPS OFFICE,,,,home,12.1.0.24034,12012.2019,1767145342714_0.7_1af87719553f,470E1403FB3542DDACCC30058A82F9ED,23415e0bada903357eb3cbb885c10e8b,,,,Win32,Win32,,,,,,2025/12/31 9:42,未处理,,0,,,,,zh-CN,d:\WPS Office\12.1.0.24034 (1352MB),"Intel(R) Pentium(R) CPU G3260 @ 3.30GHz, 3.30GHz, ASUSTeK COMPUTER INC. K30AD_M31AD_M51AD_M32AD","NVIDIA GeForce GT 710, 1024MB VRAM, Driver v30.0.14.7212",user-PC,Unknown Memory-1600 SDRAM:3.1/3.9GB,"C:38.9/100GB, d:77.7/122GB",1600x1024,Microsoft Windows 7 旗舰版 (64-bit) Build 7601 v6.1.7601,(UTC+08:00)北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69547f4a616a01005ac78d0c,pc,如何锁定此电脑,PC端个人中心,,,,wpsoffice,12.1.0.17827,50.513,,314D8CE887FF4D72981F37996C45EDCD,6b1c97c92376eb54e2f8aabbba4a3294,,,,Win32,Win32,,,,,,2025/12/31 9:41,未处理,,0,,,,,zh-CN,C:\Users\1\AppData\Local\Kingsoft\WPS Office\12.1.0.17827 (1123MB),"Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz, 3.20GHz, ASUSTeK COMPUTER INC. H110M-F","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) HD Graphics 530, 1024MB VRAM, Driver v21.20.16.4821",PC-20230905RVQV,DDR4-2133 SDRAM:7.3/7.9GB,C:106.4/115GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19044 v10.0.19044,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,,manual
fb_69547f44616a01005ac78d06,pc,excel表格使用vlookup函数时，关联第二张表格中的数据时无法跳出第二张表格。什么原因？,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,3E705044137E42AC8088BF2970958BC8,1ea9ba45a11be5cf6312f96e2fab2df3,,,,Win32,Win32,,,,,,2025/12/31 9:41,未处理,,0,,,,,zh-CN,d:\Users\admin\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1395MB),"Intel(R) Core(TM) i5-14400, 2.50GHz, Dell Inc. 0PVRXF","Intel(R) UHD Graphics 730, 2048MB VRAM, Driver v32.0.101.7026",DESKTOP-IIRBS13,Unknown Memory-5600 SDRAM:8.2/15.7GB,"C:107.8/250GB, d:19.7/200GB",1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69547f3c38041a00537e0f71,pc,如何关闭自动续费,PC端个人中心,,,,wpsoffice,12.1.0.24034,20.2875,,1E58B018783C4C729106DCFAEC595A5C,a3ed51c6e5f4c6a47353027330ff2681,,,,Win32,Win32,,,,,,2025/12/31 9:41,未处理,,0,,,,,zh-CN,D:\wps\WPS Office\12.1.0.24034 (1403MB),"Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz, 2.11GHz, HUAWEI WRTB-WXX9-PCB","NVIDIA GeForce MX250, VRAM, Driver v30.0.15.1179 Intel(R) UHD Graphics, 1024MB VRAM, Driver v31.0.101.2127 Virtual Display Device, VRAM, Driver v1.0.0.9",LAPTOP-A9U292OD,LPDDR3-2133 SDRAM:9.6/15.8GB,"C:70.0/80GB, D:63.0/233GB",2160x1440,Microsoft Windows 11 家庭中文版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69547f26118666005a2b13b0,pc,预览窗格无法快速复制文字内容,预览窗格,,,,wpsPreviewpane,12.1.0.24031,12012.2019,,62B55801996046C89DAE61E1D97582A9,09cc531d89b4c0db6304ae69f6dbafa8,,,,Win32,Win32,,,,,,2025/12/31 9:40,未处理,,0,,,,,zh-CN,D:\Program Files\WPS Office\12.1.0.24031 (1384MB),"AMD Ryzen AI 9 HX 370 w/ Radeon 890M           , 2.00GHz, ASUSTeK COMPUTER INC. H7606WP","AMD Radeon(TM) 890M Graphics, 512MB VRAM, Driver v32.0.13046.1001 NVIDIA GeForce RTX 5070 Laptop GPU, VRAM, Driver v32.0.15.7705",LAPTOP-3KK45NRL,Unknown Memory-7500 SDRAM:15.6/63.1GB,"C:119.7/877GB, D:6.7/1000GB",2880x1800,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69547f04d449ec005a1e94b8,pc,这到底更新了什么呀，打开就很卡了。AI能不能平时关闭，需要时再自主打开，不要老是问,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.513,,A4259E0366484C578228133FECEBDAAE,b9de550ed38d71de34fba419a0e50f06,,,,Win32,Win32,,,,,,2025/12/31 9:40,未处理,,0,,,,,zh-CN,C:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz, 2.70GHz, Gigabyte Technology Co., Ltd. B150M-D3V-CF","NVIDIA GeForce GT 740, VRAM, Driver v30.0.14.7212",XTZJ-2021YYWRVV,Unknown Memory-2133 SDRAM:3.6/8.0GB,C:99.8/112GB,1920x1080,Microsoft Windows 7 旗舰版 (64-bit) Build 7601 v6.1.7601,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69547ef512fa9b004c7d6261,pc,每次打开PDF文件时都会自动跳转到扫描件选项卡，但是我并不需要使用这些功能。想问一下这个跳转如何关掉？每天需要处理很多pdf文件，这个自动跳转真的很烦,WPS PDF,,,,wpspdf,12.1.0.23542,12012.2019,,554FD7AE50024337BF32E45BB5039C1E,38497f10fe22ded64b8905dfb388645e,,,,Win32,Win32,,,,,,2025/12/31 9:40,未处理,,0,,,,,zh-CN,D:\工具软件\WPS office\WPS Office\12.1.0.23542 (1414MB),"Intel(R) Core(TM) i5-8250U CPU @ 1.60GHz, 1.80GHz, TIMI TM1709","NVIDIA GeForce MX110, VRAM, Driver v26.21.14.3650 Intel(R) UHD Graphics 620, 1024MB VRAM, Driver v24.20.100.6345",DESKTOP-JGN9PIU,DDR4-2400 SDRAM:6.0/7.9GB,"C:97.7/151GB, D:66.1/325GB",1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69547e9612fa9b004c7d623e,pc,请问我使用积分已经兑换会员时长，请问这个时间还没有更新呢,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,BDDA43D3BA694602A5A4CC83378AD7E2,1242fa7a752e3b065a0ceb5200575541,,,,Win32,Win32,,,,,,2025/12/31 9:38,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767145068731/o_1jdp0s49i1orc7bocta1rr39v5e.png,,,,zh-CN,D:\软件\WPS Office\12.1.0.24034 (1442MB),"11th Gen Intel(R) Core(TM) i5-11320H @ 3.20GHz, 2.50GHz, Dell Inc. 0M21YK","Intel(R) Iris(R) Xe Graphics, 128MB VRAM, Driver v31.0.101.5333",洁能环保,DDR4-3200 SDRAM:8.4/15.7GB,"C:99.7/150GB, D:199.5/308GB",1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69547e7bb1404a004c82dd63,pc,共享里面的文件打不开，显示不是一个有效的文件，需要怎么处理,WPS共享文件夹,其他，请在反馈内容描述您的问题,,,wpsoffice,12.1.0.24034,20.2826,,08C1D5B0334542C1B271724027B022EF,59204d66da3c5c37b526e8c3762b57a7,,,,Win32,Win32,,,,,,2025/12/31 9:38,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767144981791/o_1jdp0s32v9eh1jn11pn414vf3h5e.png,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1367MB),"12th Gen Intel(R) Core(TM) i5-12500, 3.00GHz, Dell Inc. 08VV4R","OrayIddDriver Device, VRAM, Driver v17.50.19.949 Microsoft 基本显示适配器, VRAM, Driver v10.0.19041.3636",WIN-20251017MCI,DDR4-3200 SDRAM:4.3/7.7GB,C:50.1/118GB,1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69547e3426195c0053e71932,pc,为什么不使用WPS AI写作啦,PC端个人中心,,,,wpsoffice,12.1.0.24034,20.2706,,1474E64E012D40F88BC6A8BDC4866807,877c8ea9eab503e24a7b9ec0daf3e8a7,,,,Win32,Win32,,,,,,2025/12/31 9:36,未处理,,0,,,,,zh-CN,C:\Users\78799\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1427MB),"12th Gen Intel(R) Core(TM) i3-12100, 3.30GHz, LENOVO 32E9","Intel(R) UHD Graphics 730, 2048MB VRAM, Driver v32.0.101.6129",王楚,DDR4-3200 SDRAM:6.7/7.7GB,C:173.4/236GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69547e23b28a0c004c50b962,pc,邮箱留错，请反馈关闭灵犀的办法,PC端个人中心,,,,wpsoffice,12.1.0.22529,51.703,,0CD1C3FE07BF4BA0BE71D4BEF9659BF7,4109ecf6c69341936619e91748b6e37f,,,,Win32,Win32,,,,,,2025/12/31 9:36,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.22529 (1440MB),"Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz, 3.30GHz, Hewlett-Packard 198E","Intel(R) HD Graphics 4600, 1024MB VRAM, Driver v20.19.15.4463 OrayIddDriver Device, VRAM, Driver v17.50.19.949",PC20250815LSGRR,DDR3-1600 SDRAM:2.8/3.9GB,C:41.4/111GB,1440x900,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,,auto
fb_69547e1312fa9b004c7d6227,pc,美化窗口每次都自动打开，请问如何永久关闭。避免每次自动打开。,任务窗格,,,,wps,12.1.0.24034,12012.2019,,D9442D9CEA6A4213AB243EB0566519D6,0962e95548274e29e9f41c7ded55d3ac,,,,Win32,Win32,,,,,,2025/12/31 9:36,未处理,,0,,,,,zh-CN,D:\Users\WUKX\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1411MB),"Intel(R) Core(TM) Ultra 5 125H, 3.60GHz, HUAWEI FLMH-XX-PCB","Intel(R) Arc(TM) Graphics, 128MB VRAM, Driver v31.0.101.5382",LAPTOP-7RG5OHDP,Unknown Memory-7467 SDRAM:13.2/31.5GB,"C:108.0/200GB, D:25.9/370GB",2880x1920,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69547e0638041a00537e0f49,pc,wps灵犀需要关闭，非常影响使用，设置里关闭自动打开还是会打开，请提供关闭方法,PC端个人中心,,,,wpsoffice,12.1.0.22529,51.703,,0CD1C3FE07BF4BA0BE71D4BEF9659BF7,4109ecf6c69341936619e91748b6e37f,,,,Win32,Win32,,,,,,2025/12/31 9:36,未处理,,0,,,,,zh-CN,C:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.22529 (1440MB),"Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz, 3.30GHz, Hewlett-Packard 198E","Intel(R) HD Graphics 4600, 1024MB VRAM, Driver v20.19.15.4463 OrayIddDriver Device, VRAM, Driver v17.50.19.949",PC20250815LSGRR,DDR3-1600 SDRAM:2.8/3.9GB,C:41.4/111GB,1440x900,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,,auto
fb_69547df738041a00537e0f3e,pc,扫面件编辑时候总是卡的不动，必须任务管理器关闭,金山PDF,功能问题：功能故障或不可用,,,home,12.1.0.24034,20.2875,,0EA203D682BB4E06804FA37480CCDA48,573072f7774f126b1a20d4c681afb245,,,,Win32,Win32,,,,,,2025/12/31 9:35,未处理,,0,,,,,zh-CN,D:\WPS\WPS Office\12.1.0.24034 (1385MB),"Intel(R) Core(TM) Ultra 5 125H, 3.60GHz, HUAWEI FLMH-XX-PCB","Intel(R) Arc(TM) Graphics, 128MB VRAM, Driver v31.0.101.5522",LAPTOP-T33MMNBJ,Unknown Memory-6400 SDRAM:10.8/15.5GB,"C:143.8/300GB, D:132.6/632GB",2880x1920,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69547da3ab7987004cfd46c0,pc,搜索联网图片老显示不出来，复制黏贴也经常失灵，在别的浏览器之类的都没问题,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.513,,2D55258952494DEB9794834032C2D51A,340f32cf915bb2ba23d2711de022a214,,,,Win32,Win32,,,,,,2025/12/31 9:34,未处理,,0,,,,,zh-CN,C:\Users\z\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"12th Gen Intel(R) Core(TM) i5-12400, 2.50GHz, HASEE HASEE H610M-D","Intel(R) UHD Graphics 730, 2048MB VRAM, Driver v32.0.101.7040",user,DDR4-3200 SDRAM:5.4/15.6GB,C:200.0/238GB,1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69547d75ab7987004cfd46aa,pc,已开通WPS大会员，AI功能无法使用,PC端个人中心,,,,wpsoffice,12.1.0.24034,20.2706,,30ADD82FAE294F4CB95E27FB7EB6B061,50540dd699646d4a587783812987aed8,,,,Win32,Win32,,,,,,2025/12/31 9:33,未处理,,0,,,,,zh-CN,C:\Users\admin\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1370MB),"13th Gen Intel(R) Core(TM) i9-13900H, 2.60GHz, LENOVO LNVNB161216","OrayIddDriver Device, VRAM, Driver v17.50.19.949 NVIDIA GeForce RTX 4060 Laptop GPU, VRAM, Driver v32.0.15.6626",LAPTOP-N5O0TG2M,Unknown Memory-5600 SDRAM:8.2/31.8GB,C:172.2/200GB,3200x2000,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69547d4fab7987004cfd469c,pc,TMD，我要进去社区，找不到入口，连设置的入口都找不到，我真服了，没有快捷的入口吗，差评,WPS OFFICE,,,,home,12.1.0.24031,12012.2019,1767144771628_0.93_c5f5a1a69ae1,941A59D3E9EC4A25ACA06ECA32DC5DF0,671ba27aa5d310689a417e55f65cb7ff,,,,Win32,Win32,,,,,,2025/12/31 9:33,未处理,,3,"https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767144594098/o_1jdp0faur66ib2mkns88h1cdce.png
https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767144594098/o_1jdp0ft9t3io1dkr1eq2114a1scvp.png
https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767144594098/o_1jdp0hnia14hf1hacn99g8cs8o14.png",,,,zh-CN,D:\WPS Office\12.1.0.24031 (1383MB),"Intel(R) Core(TM) i5-4590 CPU @ 3.30GHz, 3.30GHz, INTEL H81","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) HD Graphics 4600, 1024MB VRAM, Driver v20.19.15.4531",PC-20250403RXAV,DDR3-1600 SDRAM:6.5/15.9GB,"C:66.2/117GB, D:78.9/120GB",1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,manual
fb_69547d36ab7987004cfd468f,pc,你好 我的WPS转换成PDF的文件 文档加密密码 忘记了，怎么能重置？,PC端个人中心,,,,wpsoffice,12.1.0.24034,50.513,,B1E34C2621774432ACA0544CA789901C,61b97a7b23d7979f1c6969461a2b8174,,,,Win32,Win32,,,,,,2025/12/31 9:32,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767144612223/o_1jdp0hf17fl6152joou1tg8lrpe.png,,,,zh-CN,D:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.24034 (1382MB),"AMD Ryzen 7 5800H with Radeon Graphics         , 3.20GHz, LENOVO LNVNB161216","OrayIddDriver Device, VRAM, Driver v17.1.58.818 NVIDIA GeForce RTX 3050 Laptop GPU, VRAM, Driver v31.0.15.4630",枫,DDR4-3200 SDRAM:10.9/15.9GB,"C:104.3/122GB, D:255.2/275GB",1920x1080,Microsoft Windows 11 家庭中文版(64 位) Build 22621 v10.0.22621,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69547d2e12fa9b004c7d61f6,pc,这个多久能充值上,PC端个人中心,,,,wpsoffice,12.1.0.24034,12012.2019,,7EF79D08B53844EA9490AC46CB6E1C30,5557da3cecbb0f1df14326149f19ef05,,,,Win32,Win32,,,,,,2025/12/31 9:32,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767144725936/o_1jdp0hdpmq0bonf1b82136ippse.png,,,,zh-CN,C:\Users\瑶瑶子\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1352MB),"12th Gen Intel(R) Core(TM) i7-12650H, 2.70GHz, Type2Manufacturer Type2ProjectName","Intel(R) UHD Graphics, 1024MB VRAM, Driver v30.0.101.1029 NVIDIA GeForce RTX 3050 Laptop GPU, VRAM, Driver v30.0.14.9733",张璐瑶,DDR4-3200 SDRAM:10.5/15.7GB,C:131.7/219GB,1920x1080,Microsoft Windows 11 专业版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69547d20616a01005ac78cde,pc,已设置筛选后粘贴到可见单元格，实际粘贴均为连续单元格,WPS表格,,,,home,12.1.0.24034,50.513,,369CE179121D4A0F94D76091494623D3,2704201e0d7484a060afbe3a34d096f3,,,,Win32,Win32,,,,,,2025/12/31 9:32,未处理,,4,"https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767144047155/o_1jdp0e8cu9poi8cbtn12abblle.png
https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767144047155/o_1jdp0egfhq115t2lci1fqlenvp.png
https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767144047155/o_1jdp0enm11lfp1ual13p1j7v7b714.png
https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767144047155/o_1jdp0etrg1ben1vtev5ot1l2tk1f.png",,,,zh-CN,D:\Users\Administrator\AppData\Local\Kingsoft\WPS Office\12.1.0.24034 (1351MB),"Intel(R) Core(TM) i5-6500 CPU @ 3.20GHz, 3.20GHz, ASUSTeK COMPUTER INC. H110M-F","OrayIddDriver Device, VRAM, Driver v17.1.58.818 Intel(R) HD Graphics 530, 1024MB VRAM, Driver v31.0.101.2111",PC-20230402QEWI,DDR4-2133 SDRAM:6.1/7.9GB,"C:74.5/120GB, D:73.6/109GB",1920x1080,Microsoft Windows 10 专业版(64 位) Build 19045 v10.0.19045,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69547d1212fa9b004c7d61e4,pc,文字与语音错位,WPS听记,,,,wpsoffice,12.1.0.24034,51.403,,A50563D0BB314D26BDC686D3931425B0,cecf856def4628a9e0ea6ccef2070480,,,,Win32,Win32,,,,,,2025/12/31 9:32,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767144702501/o_1jdp0gqbr10jr3g4120i9vk1ciqe.png,,,,zh-CN,D:\Programs\WPS OFFICE\WPS Office\12.1.0.24034 (1503MB),"13th Gen Intel(R) Core(TM) i7-13650HX, 2.60GHz, Dell Inc. 0GT7NV","GameViewer Virtual Display Adapter, VRAM, Driver v17.13.25.697 Intel(R) UHD Graphics, 2048MB VRAM, Driver v32.0.101.7077 NVIDIA GeForce RTX 4060 Laptop GPU, VRAM, Driver v32.0.15.8132",XiaoYou,Unknown Memory-4800 SDRAM:14.2/15.7GB,"C:216.1/928GB, D:405.9/833GB",2560x1440,Microsoft Windows 11 家庭中文版(64 位) Build 26100 v10.0.26100,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
fb_69547cf526195c0053e71920,pc,PDF预览看不到,WPS随行,工作区的使用问题,,,wpsoffice,11.1.0.14309,12012.2019,,89B584AE55E3459A9FED7C4E8E69C49A,ea72e0214087e54b25d3bdffbd372271,,,,Win32,Win32,,,,,,2025/12/31 9:31,未处理,,1,https://admin-get.wps.cn/api/admin/v1/feedback/ks3_file/userfile/1767144643617/o_1jdp0fg162dltns18r91d921cace.png,,,,zh-CN,,,,,,,,,,,manual
fb_69547ccb2de9f700531727c9,pc,下拉栏不见了，怎么显示,任务窗格,,,,wps,12.1.0.23542,51.6509,,3F558FA06A9E43B6AD979DDCF9407884,2276ca31716129ef2f5aaeb4969205d8,,,,Win32,Win32,,,,,,2025/12/31 9:30,未处理,,0,,,,,zh-CN,C:\Program Files (x86)\Kingsoft\WPS Office\12.1.0.23542 (1469MB),"Intel(R) N95, 1.70GHz, Default string Default string","Intel(R) UHD Graphics, 2048MB VRAM, Driver v32.0.101.6449",DESKTOP-0RSICG7,DDR4-3200 SDRAM:11.4/31.8GB,C:87.8/228GB,1920x1080,Microsoft Windows 11 专业版(64 位) Build 22631 v10.0.22631,(UTC+08:00) 北京，重庆，香港特别行政区，乌鲁木齐,Integration,auto
